<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
EURUSD,D,19710406,000000,0.5372,0.5372,0.5372,0.5372,0,0
EURUSD,D,19710407,000000,0.5369,0.5369,0.5369,0.5369,0,0
EURUSD,D,19710408,000000,0.537,0.537,0.537,0.537,0,0
EURUSD,D,19710409,000000,0.5369,0.5369,0.5369,0.5369,0,0
EURUSD,D,19710412,000000,0.5368,0.5368,0.5368,0.5368,0,0
EURUSD,D,19710413,000000,0.5365,0.5365,0.5365,0.5365,0,0
EURUSD,D,19710414,000000,0.5366,0.5366,0.5366,0.5366,0,0
EURUSD,D,19710415,000000,0.5367,0.5367,0.5367,0.5367,0,0
EURUSD,D,19710416,000000,0.5363,0.5363,0.5363,0.5363,0,0
EURUSD,D,19710419,000000,0.5354,0.5354,0.5354,0.5354,0,0
EURUSD,D,19710420,000000,0.5358,0.5358,0.5358,0.5358,0,0
EURUSD,D,19710421,000000,0.5363,0.5363,0.5363,0.5363,0,0
EURUSD,D,19710422,000000,0.5364,0.5364,0.5364,0.5364,0,0
EURUSD,D,19710423,000000,0.536,0.536,0.536,0.536,0,0
EURUSD,D,19710426,000000,0.5361,0.5361,0.5361,0.5361,0,0
EURUSD,D,19710427,000000,0.5364,0.5364,0.5364,0.5364,0,0
EURUSD,D,19710428,000000,0.5371,0.5371,0.5371,0.5371,0,0
EURUSD,D,19710429,000000,0.5369,0.5369,0.5369,0.5369,0,0
EURUSD,D,19710430,000000,0.5369,0.5369,0.5369,0.5369,0,0
EURUSD,D,19710503,000000,0.5372,0.5372,0.5372,0.5372,0,0
EURUSD,D,19710504,000000,0.5373,0.5373,0.5373,0.5373,0,0
EURUSD,D,19710505,000000,0.5448,0.5448,0.5448,0.5448,0,0
EURUSD,D,19710506,000000,0.5445,0.5445,0.5445,0.5445,0,0
EURUSD,D,19710507,000000,0.5464,0.5464,0.5464,0.5464,0,0
EURUSD,D,19710510,000000,0.5511,0.5511,0.5511,0.5511,0,0
EURUSD,D,19710511,000000,0.5463,0.5463,0.5463,0.5463,0,0
EURUSD,D,19710512,000000,0.5477,0.5477,0.5477,0.5477,0,0
EURUSD,D,19710513,000000,0.5502,0.5502,0.5502,0.5502,0,0
EURUSD,D,19710514,000000,0.5498,0.5498,0.5498,0.5498,0,0
EURUSD,D,19710517,000000,0.5499,0.5499,0.5499,0.5499,0,0
EURUSD,D,19710518,000000,0.55,0.55,0.55,0.55,0,0
EURUSD,D,19710519,000000,0.5523,0.5523,0.5523,0.5523,0,0
EURUSD,D,19710520,000000,0.5561,0.5561,0.5561,0.5561,0,0
EURUSD,D,19710521,000000,0.557,0.557,0.557,0.557,0,0
EURUSD,D,19710524,000000,0.5559,0.5559,0.5559,0.5559,0,0
EURUSD,D,19710525,000000,0.5513,0.5513,0.5513,0.5513,0,0
EURUSD,D,19710526,000000,0.5499,0.5499,0.5499,0.5499,0,0
EURUSD,D,19710527,000000,0.5501,0.5501,0.5501,0.5501,0,0
EURUSD,D,19710528,000000,0.5496,0.5496,0.5496,0.5496,0,0
EURUSD,D,19710601,000000,0.5465,0.5465,0.5465,0.5465,0,0
EURUSD,D,19710602,000000,0.5494,0.5494,0.5494,0.5494,0,0
EURUSD,D,19710603,000000,0.5529,0.5529,0.5529,0.5529,0,0
EURUSD,D,19710604,000000,0.5532,0.5532,0.5532,0.5532,0,0
EURUSD,D,19710607,000000,0.5537,0.5537,0.5537,0.5537,0,0
EURUSD,D,19710608,000000,0.5544,0.5544,0.5544,0.5544,0,0
EURUSD,D,19710609,000000,0.5553,0.5553,0.5553,0.5553,0,0
EURUSD,D,19710610,000000,0.5556,0.5556,0.5556,0.5556,0,0
EURUSD,D,19710611,000000,0.556,0.556,0.556,0.556,0,0
EURUSD,D,19710614,000000,0.556,0.556,0.556,0.556,0,0
EURUSD,D,19710615,000000,0.5562,0.5562,0.5562,0.5562,0,0
EURUSD,D,19710616,000000,0.5565,0.5565,0.5565,0.5565,0,0
EURUSD,D,19710617,000000,0.5566,0.5566,0.5566,0.5566,0,0
EURUSD,D,19710618,000000,0.5565,0.5565,0.5565,0.5565,0,0
EURUSD,D,19710621,000000,0.5565,0.5565,0.5565,0.5565,0,0
EURUSD,D,19710622,000000,0.5569,0.5569,0.5569,0.5569,0,0
EURUSD,D,19710623,000000,0.558,0.558,0.558,0.558,0,0
EURUSD,D,19710624,000000,0.5577,0.5577,0.5577,0.5577,0,0
EURUSD,D,19710625,000000,0.557,0.557,0.557,0.557,0,0
EURUSD,D,19710628,000000,0.5569,0.5569,0.5569,0.5569,0,0
EURUSD,D,19710629,000000,0.5573,0.5573,0.5573,0.5573,0,0
EURUSD,D,19710630,000000,0.5577,0.5577,0.5577,0.5577,0,0
EURUSD,D,19710701,000000,0.5574,0.5574,0.5574,0.5574,0,0
EURUSD,D,19710702,000000,0.5571,0.5571,0.5571,0.5571,0,0
EURUSD,D,19710706,000000,0.557,0.557,0.557,0.557,0,0
EURUSD,D,19710707,000000,0.5573,0.5573,0.5573,0.5573,0,0
EURUSD,D,19710708,000000,0.5572,0.5572,0.5572,0.5572,0,0
EURUSD,D,19710709,000000,0.5571,0.5571,0.5571,0.5571,0,0
EURUSD,D,19710712,000000,0.5571,0.5571,0.5571,0.5571,0,0
EURUSD,D,19710713,000000,0.5572,0.5572,0.5572,0.5572,0,0
EURUSD,D,19710714,000000,0.5589,0.5589,0.5589,0.5589,0,0
EURUSD,D,19710715,000000,0.5598,0.5598,0.5598,0.5598,0,0
EURUSD,D,19710716,000000,0.5614,0.5614,0.5614,0.5614,0,0
EURUSD,D,19710719,000000,0.5615,0.5615,0.5615,0.5615,0,0
EURUSD,D,19710720,000000,0.5612,0.5612,0.5612,0.5612,0,0
EURUSD,D,19710721,000000,0.5622,0.5622,0.5622,0.5622,0,0
EURUSD,D,19710722,000000,0.5628,0.5628,0.5628,0.5628,0,0
EURUSD,D,19710723,000000,0.5629,0.5629,0.5629,0.5629,0,0
EURUSD,D,19710726,000000,0.563,0.563,0.563,0.563,0,0
EURUSD,D,19710727,000000,0.5636,0.5636,0.5636,0.5636,0,0
EURUSD,D,19710728,000000,0.5632,0.5632,0.5632,0.5632,0,0
EURUSD,D,19710729,000000,0.5637,0.5637,0.5637,0.5637,0,0
EURUSD,D,19710730,000000,0.5636,0.5636,0.5636,0.5636,0,0
EURUSD,D,19710802,000000,0.5635,0.5635,0.5635,0.5635,0,0
EURUSD,D,19710803,000000,0.5635,0.5635,0.5635,0.5635,0,0
EURUSD,D,19710804,000000,0.5651,0.5651,0.5651,0.5651,0,0
EURUSD,D,19710805,000000,0.5662,0.5662,0.5662,0.5662,0,0
EURUSD,D,19710806,000000,0.5658,0.5658,0.5658,0.5658,0,0
EURUSD,D,19710809,000000,0.572,0.572,0.572,0.572,0,0
EURUSD,D,19710810,000000,0.5721,0.5721,0.5721,0.5721,0,0
EURUSD,D,19710811,000000,0.5728,0.5728,0.5728,0.5728,0,0
EURUSD,D,19710812,000000,0.576,0.576,0.576,0.576,0,0
EURUSD,D,19710813,000000,0.5755,0.5755,0.5755,0.5755,0,0
EURUSD,D,19710816,000000,0.5739,0.5739,0.5739,0.5739,0,0
EURUSD,D,19710817,000000,0.5759,0.5759,0.5759,0.5759,0,0
EURUSD,D,19710818,000000,0.5727,0.5727,0.5727,0.5727,0,0
EURUSD,D,19710819,000000,0.5715,0.5715,0.5715,0.5715,0,0
EURUSD,D,19710820,000000,0.5688,0.5688,0.5688,0.5688,0,0
EURUSD,D,19710823,000000,0.5695,0.5695,0.5695,0.5695,0,0
EURUSD,D,19710824,000000,0.5735,0.5735,0.5735,0.5735,0,0
EURUSD,D,19710825,000000,0.5755,0.5755,0.5755,0.5755,0,0
EURUSD,D,19710826,000000,0.5744,0.5744,0.5744,0.5744,0,0
EURUSD,D,19710827,000000,0.5735,0.5735,0.5735,0.5735,0,0
EURUSD,D,19710830,000000,0.5736,0.5736,0.5736,0.5736,0,0
EURUSD,D,19710831,000000,0.5739,0.5739,0.5739,0.5739,0,0
EURUSD,D,19710901,000000,0.5742,0.5742,0.5742,0.5742,0,0
EURUSD,D,19710902,000000,0.5752,0.5752,0.5752,0.5752,0,0
EURUSD,D,19710903,000000,0.5756,0.5756,0.5756,0.5756,0,0
EURUSD,D,19710907,000000,0.5752,0.5752,0.5752,0.5752,0,0
EURUSD,D,19710908,000000,0.5749,0.5749,0.5749,0.5749,0,0
EURUSD,D,19710909,000000,0.5748,0.5748,0.5748,0.5748,0,0
EURUSD,D,19710910,000000,0.5761,0.5761,0.5761,0.5761,0,0
EURUSD,D,19710913,000000,0.5762,0.5762,0.5762,0.5762,0,0
EURUSD,D,19710914,000000,0.5786,0.5786,0.5786,0.5786,0,0
EURUSD,D,19710915,000000,0.5792,0.5792,0.5792,0.5792,0,0
EURUSD,D,19710916,000000,0.5791,0.5791,0.5791,0.5791,0,0
EURUSD,D,19710917,000000,0.5794,0.5794,0.5794,0.5794,0,0
EURUSD,D,19710920,000000,0.5846,0.5846,0.5846,0.5846,0,0
EURUSD,D,19710921,000000,0.5827,0.5827,0.5827,0.5827,0,0
EURUSD,D,19710922,000000,0.5846,0.5846,0.5846,0.5846,0,0
EURUSD,D,19710923,000000,0.589,0.589,0.589,0.589,0,0
EURUSD,D,19710924,000000,0.5885,0.5885,0.5885,0.5885,0,0
EURUSD,D,19710927,000000,0.5885,0.5885,0.5885,0.5885,0,0
EURUSD,D,19710928,000000,0.5884,0.5884,0.5884,0.5884,0,0
EURUSD,D,19710929,000000,0.5886,0.5886,0.5886,0.5886,0,0
EURUSD,D,19710930,000000,0.5881,0.5881,0.5881,0.5881,0,0
EURUSD,D,19711001,000000,0.5874,0.5874,0.5874,0.5874,0,0
EURUSD,D,19711004,000000,0.5868,0.5868,0.5868,0.5868,0,0
EURUSD,D,19711005,000000,0.587,0.587,0.587,0.587,0,0
EURUSD,D,19711006,000000,0.588,0.588,0.588,0.588,0,0
EURUSD,D,19711007,000000,0.5883,0.5883,0.5883,0.5883,0,0
EURUSD,D,19711008,000000,0.5882,0.5882,0.5882,0.5882,0,0
EURUSD,D,19711012,000000,0.5866,0.5866,0.5866,0.5866,0,0
EURUSD,D,19711013,000000,0.586,0.586,0.586,0.586,0,0
EURUSD,D,19711014,000000,0.5843,0.5843,0.5843,0.5843,0,0
EURUSD,D,19711015,000000,0.5847,0.5847,0.5847,0.5847,0,0
EURUSD,D,19711018,000000,0.5867,0.5867,0.5867,0.5867,0,0
EURUSD,D,19711019,000000,0.5872,0.5872,0.5872,0.5872,0,0
EURUSD,D,19711020,000000,0.5876,0.5876,0.5876,0.5876,0,0
EURUSD,D,19711021,000000,0.5868,0.5868,0.5868,0.5868,0,0
EURUSD,D,19711022,000000,0.585,0.585,0.585,0.585,0,0
EURUSD,D,19711026,000000,0.5854,0.5854,0.5854,0.5854,0,0
EURUSD,D,19711027,000000,0.5851,0.5851,0.5851,0.5851,0,0
EURUSD,D,19711028,000000,0.5847,0.5847,0.5847,0.5847,0,0
EURUSD,D,19711029,000000,0.5842,0.5842,0.5842,0.5842,0,0
EURUSD,D,19711101,000000,0.5848,0.5848,0.5848,0.5848,0,0
EURUSD,D,19711103,000000,0.5844,0.5844,0.5844,0.5844,0,0
EURUSD,D,19711104,000000,0.5841,0.5841,0.5841,0.5841,0,0
EURUSD,D,19711105,000000,0.584,0.584,0.584,0.584,0,0
EURUSD,D,19711108,000000,0.5833,0.5833,0.5833,0.5833,0,0
EURUSD,D,19711109,000000,0.5829,0.5829,0.5829,0.5829,0,0
EURUSD,D,19711110,000000,0.5824,0.5824,0.5824,0.5824,0,0
EURUSD,D,19711111,000000,0.583,0.583,0.583,0.583,0,0
EURUSD,D,19711112,000000,0.5839,0.5839,0.5839,0.5839,0,0
EURUSD,D,19711115,000000,0.584,0.584,0.584,0.584,0,0
EURUSD,D,19711116,000000,0.5841,0.5841,0.5841,0.5841,0,0
EURUSD,D,19711117,000000,0.5843,0.5843,0.5843,0.5843,0,0
EURUSD,D,19711118,000000,0.5834,0.5834,0.5834,0.5834,0,0
EURUSD,D,19711119,000000,0.5847,0.5847,0.5847,0.5847,0,0
EURUSD,D,19711122,000000,0.5859,0.5859,0.5859,0.5859,0,0
EURUSD,D,19711123,000000,0.5868,0.5868,0.5868,0.5868,0,0
EURUSD,D,19711124,000000,0.5891,0.5891,0.5891,0.5891,0,0
EURUSD,D,19711126,000000,0.5894,0.5894,0.5894,0.5894,0,0
EURUSD,D,19711129,000000,0.5892,0.5892,0.5892,0.5892,0,0
EURUSD,D,19711130,000000,0.589,0.589,0.589,0.589,0,0
EURUSD,D,19711201,000000,0.5903,0.5903,0.5903,0.5903,0,0
EURUSD,D,19711202,000000,0.5929,0.5929,0.5929,0.5929,0,0
EURUSD,D,19711203,000000,0.5965,0.5965,0.5965,0.5965,0,0
EURUSD,D,19711206,000000,0.6001,0.6001,0.6001,0.6001,0,0
EURUSD,D,19711207,000000,0.5968,0.5968,0.5968,0.5968,0,0
EURUSD,D,19711208,000000,0.5974,0.5974,0.5974,0.5974,0,0
EURUSD,D,19711209,000000,0.5962,0.5962,0.5962,0.5962,0,0
EURUSD,D,19711210,000000,0.5952,0.5952,0.5952,0.5952,0,0
EURUSD,D,19711213,000000,0.5954,0.5954,0.5954,0.5954,0,0
EURUSD,D,19711214,000000,0.5989,0.5989,0.5989,0.5989,0,0
EURUSD,D,19711215,000000,0.5996,0.5996,0.5996,0.5996,0,0
EURUSD,D,19711216,000000,0.5988,0.5988,0.5988,0.5988,0,0
EURUSD,D,19711217,000000,0.5985,0.5985,0.5985,0.5985,0,0
EURUSD,D,19711220,000000,0.5986,0.5986,0.5986,0.5986,0,0
EURUSD,D,19711221,000000,0.5986,0.5986,0.5986,0.5986,0,0
EURUSD,D,19711222,000000,0.5984,0.5984,0.5984,0.5984,0,0
EURUSD,D,19711223,000000,0.5974,0.5974,0.5974,0.5974,0,0
EURUSD,D,19711224,000000,0.5969,0.5969,0.5969,0.5969,0,0
EURUSD,D,19711227,000000,0.5953,0.5953,0.5953,0.5953,0,0
EURUSD,D,19711228,000000,0.5946,0.5946,0.5946,0.5946,0,0
EURUSD,D,19711229,000000,0.5946,0.5946,0.5946,0.5946,0,0
EURUSD,D,19711230,000000,0.5966,0.5966,0.5966,0.5966,0,0
EURUSD,D,19711231,000000,0.5966,0.5966,0.5966,0.5966,0,0
EURUSD,D,19720103,000000,0.5962,0.5962,0.5962,0.5962,0,0
EURUSD,D,19720104,000000,0.5958,0.5958,0.5958,0.5958,0,0
EURUSD,D,19720105,000000,0.5961,0.5961,0.5961,0.5961,0,0
EURUSD,D,19720106,000000,0.5974,0.5974,0.5974,0.5974,0,0
EURUSD,D,19720107,000000,0.5975,0.5975,0.5975,0.5975,0,0
EURUSD,D,19720110,000000,0.5998,0.5998,0.5998,0.5998,0,0
EURUSD,D,19720111,000000,0.6002,0.6002,0.6002,0.6002,0,0
EURUSD,D,19720112,000000,0.6038,0.6038,0.6038,0.6038,0,0
EURUSD,D,19720113,000000,0.6066,0.6066,0.6066,0.6066,0,0
EURUSD,D,19720114,000000,0.6071,0.6071,0.6071,0.6071,0,0
EURUSD,D,19720117,000000,0.608,0.608,0.608,0.608,0,0
EURUSD,D,19720118,000000,0.6058,0.6058,0.6058,0.6058,0,0
EURUSD,D,19720119,000000,0.6068,0.6068,0.6068,0.6068,0,0
EURUSD,D,19720120,000000,0.6058,0.6058,0.6058,0.6058,0,0
EURUSD,D,19720121,000000,0.6059,0.6059,0.6059,0.6059,0,0
EURUSD,D,19720124,000000,0.6075,0.6075,0.6075,0.6075,0,0
EURUSD,D,19720125,000000,0.6081,0.6081,0.6081,0.6081,0,0
EURUSD,D,19720126,000000,0.6072,0.6072,0.6072,0.6072,0,0
EURUSD,D,19720127,000000,0.6074,0.6074,0.6074,0.6074,0,0
EURUSD,D,19720128,000000,0.6073,0.6073,0.6073,0.6073,0,0
EURUSD,D,19720131,000000,0.6076,0.6076,0.6076,0.6076,0,0
EURUSD,D,19720201,000000,0.6089,0.6089,0.6089,0.6089,0,0
EURUSD,D,19720202,000000,0.6123,0.6123,0.6123,0.6123,0,0
EURUSD,D,19720203,000000,0.6108,0.6108,0.6108,0.6108,0,0
EURUSD,D,19720204,000000,0.6088,0.6088,0.6088,0.6088,0,0
EURUSD,D,19720207,000000,0.6096,0.6096,0.6096,0.6096,0,0
EURUSD,D,19720208,000000,0.6098,0.6098,0.6098,0.6098,0,0
EURUSD,D,19720209,000000,0.6112,0.6112,0.6112,0.6112,0,0
EURUSD,D,19720210,000000,0.6115,0.6115,0.6115,0.6115,0,0
EURUSD,D,19720211,000000,0.6115,0.6115,0.6115,0.6115,0,0
EURUSD,D,19720214,000000,0.612,0.612,0.612,0.612,0,0
EURUSD,D,19720215,000000,0.6121,0.6121,0.6121,0.6121,0,0
EURUSD,D,19720216,000000,0.6178,0.6178,0.6178,0.6178,0,0
EURUSD,D,19720217,000000,0.6145,0.6145,0.6145,0.6145,0,0
EURUSD,D,19720218,000000,0.6149,0.6149,0.6149,0.6149,0,0
EURUSD,D,19720222,000000,0.614,0.614,0.614,0.614,0,0
EURUSD,D,19720223,000000,0.6146,0.6146,0.6146,0.6146,0,0
EURUSD,D,19720224,000000,0.6133,0.6133,0.6133,0.6133,0,0
EURUSD,D,19720225,000000,0.6106,0.6106,0.6106,0.6106,0,0
EURUSD,D,19720228,000000,0.6116,0.6116,0.6116,0.6116,0,0
EURUSD,D,19720229,000000,0.6129,0.6129,0.6129,0.6129,0,0
EURUSD,D,19720301,000000,0.6131,0.6131,0.6131,0.6131,0,0
EURUSD,D,19720302,000000,0.6127,0.6127,0.6127,0.6127,0,0
EURUSD,D,19720303,000000,0.6127,0.6127,0.6127,0.6127,0,0
EURUSD,D,19720306,000000,0.6143,0.6143,0.6143,0.6143,0,0
EURUSD,D,19720307,000000,0.6155,0.6155,0.6155,0.6155,0,0
EURUSD,D,19720308,000000,0.6171,0.6171,0.6171,0.6171,0,0
EURUSD,D,19720309,000000,0.618,0.618,0.618,0.618,0,0
EURUSD,D,19720310,000000,0.6176,0.6176,0.6176,0.6176,0,0
EURUSD,D,19720313,000000,0.6172,0.6172,0.6172,0.6172,0,0
EURUSD,D,19720314,000000,0.6163,0.6163,0.6163,0.6163,0,0
EURUSD,D,19720315,000000,0.6166,0.6166,0.6166,0.6166,0,0
EURUSD,D,19720316,000000,0.6159,0.6159,0.6159,0.6159,0,0
EURUSD,D,19720317,000000,0.5949,0.5949,0.5949,0.5949,0,0
EURUSD,D,19720320,000000,0.6145,0.6145,0.6145,0.6145,0,0
EURUSD,D,19720321,000000,0.6155,0.6155,0.6155,0.6155,0,0
EURUSD,D,19720322,000000,0.615,0.615,0.615,0.615,0,0
EURUSD,D,19720323,000000,0.6142,0.6142,0.6142,0.6142,0,0
EURUSD,D,19720324,000000,0.6129,0.6129,0.6129,0.6129,0,0
EURUSD,D,19720327,000000,0.6147,0.6147,0.6147,0.6147,0,0
EURUSD,D,19720328,000000,0.615,0.615,0.615,0.615,0,0
EURUSD,D,19720329,000000,0.6151,0.6151,0.6151,0.6151,0,0
EURUSD,D,19720330,000000,0.6154,0.6154,0.6154,0.6154,0,0
EURUSD,D,19720331,000000,0.6156,0.6156,0.6156,0.6156,0,0
EURUSD,D,19720403,000000,0.6157,0.6157,0.6157,0.6157,0,0
EURUSD,D,19720404,000000,0.615,0.615,0.615,0.615,0,0
EURUSD,D,19720405,000000,0.6149,0.6149,0.6149,0.6149,0,0
EURUSD,D,19720406,000000,0.6145,0.6145,0.6145,0.6145,0,0
EURUSD,D,19720407,000000,0.6148,0.6148,0.6148,0.6148,0,0
EURUSD,D,19720410,000000,0.6147,0.6147,0.6147,0.6147,0,0
EURUSD,D,19720411,000000,0.6147,0.6147,0.6147,0.6147,0,0
EURUSD,D,19720412,000000,0.6151,0.6151,0.6151,0.6151,0,0
EURUSD,D,19720413,000000,0.614,0.614,0.614,0.614,0,0
EURUSD,D,19720414,000000,0.6136,0.6136,0.6136,0.6136,0,0
EURUSD,D,19720417,000000,0.6135,0.6135,0.6135,0.6135,0,0
EURUSD,D,19720418,000000,0.6105,0.6105,0.6105,0.6105,0,0
EURUSD,D,19720419,000000,0.6104,0.6104,0.6104,0.6104,0,0
EURUSD,D,19720420,000000,0.6124,0.6124,0.6124,0.6124,0,0
EURUSD,D,19720421,000000,0.612,0.612,0.612,0.612,0,0
EURUSD,D,19720424,000000,0.6138,0.6138,0.6138,0.6138,0,0
EURUSD,D,19720425,000000,0.6139,0.6139,0.6139,0.6139,0,0
EURUSD,D,19720426,000000,0.6134,0.6134,0.6134,0.6134,0,0
EURUSD,D,19720427,000000,0.6136,0.6136,0.6136,0.6136,0,0
EURUSD,D,19720428,000000,0.6132,0.6132,0.6132,0.6132,0,0
EURUSD,D,19720501,000000,0.6135,0.6135,0.6135,0.6135,0,0
EURUSD,D,19720502,000000,0.6128,0.6128,0.6128,0.6128,0,0
EURUSD,D,19720503,000000,0.6132,0.6132,0.6132,0.6132,0,0
EURUSD,D,19720504,000000,0.6135,0.6135,0.6135,0.6135,0,0
EURUSD,D,19720505,000000,0.6132,0.6132,0.6132,0.6132,0,0
EURUSD,D,19720508,000000,0.6132,0.6132,0.6132,0.6132,0,0
EURUSD,D,19720509,000000,0.6143,0.6143,0.6143,0.6143,0,0
EURUSD,D,19720510,000000,0.6144,0.6144,0.6144,0.6144,0,0
EURUSD,D,19720511,000000,0.614,0.614,0.614,0.614,0,0
EURUSD,D,19720512,000000,0.6135,0.6135,0.6135,0.6135,0,0
EURUSD,D,19720515,000000,0.6127,0.6127,0.6127,0.6127,0,0
EURUSD,D,19720516,000000,0.612,0.612,0.612,0.612,0,0
EURUSD,D,19720517,000000,0.6133,0.6133,0.6133,0.6133,0,0
EURUSD,D,19720518,000000,0.6133,0.6133,0.6133,0.6133,0,0
EURUSD,D,19720519,000000,0.613,0.613,0.613,0.613,0,0
EURUSD,D,19720522,000000,0.6132,0.6132,0.6132,0.6132,0,0
EURUSD,D,19720523,000000,0.6134,0.6134,0.6134,0.6134,0,0
EURUSD,D,19720524,000000,0.6136,0.6136,0.6136,0.6136,0,0
EURUSD,D,19720525,000000,0.6132,0.6132,0.6132,0.6132,0,0
EURUSD,D,19720526,000000,0.6135,0.6135,0.6135,0.6135,0,0
EURUSD,D,19720530,000000,0.614,0.614,0.614,0.614,0,0
EURUSD,D,19720531,000000,0.6141,0.6141,0.6141,0.6141,0,0
EURUSD,D,19720601,000000,0.6141,0.6141,0.6141,0.6141,0,0
EURUSD,D,19720602,000000,0.6141,0.6141,0.6141,0.6141,0,0
EURUSD,D,19720605,000000,0.6138,0.6138,0.6138,0.6138,0,0
EURUSD,D,19720606,000000,0.6136,0.6136,0.6136,0.6136,0,0
EURUSD,D,19720607,000000,0.6139,0.6139,0.6139,0.6139,0,0
EURUSD,D,19720608,000000,0.6143,0.6143,0.6143,0.6143,0,0
EURUSD,D,19720609,000000,0.6146,0.6146,0.6146,0.6146,0,0
EURUSD,D,19720612,000000,0.6157,0.6157,0.6157,0.6157,0,0
EURUSD,D,19720613,000000,0.6164,0.6164,0.6164,0.6164,0,0
EURUSD,D,19720614,000000,0.6161,0.6161,0.6161,0.6161,0,0
EURUSD,D,19720615,000000,0.6166,0.6166,0.6166,0.6166,0,0
EURUSD,D,19720616,000000,0.6155,0.6155,0.6155,0.6155,0,0
EURUSD,D,19720619,000000,0.615,0.615,0.615,0.615,0,0
EURUSD,D,19720620,000000,0.6139,0.6139,0.6139,0.6139,0,0
EURUSD,D,19720621,000000,0.6135,0.6135,0.6135,0.6135,0,0
EURUSD,D,19720622,000000,0.6111,0.6111,0.6111,0.6111,0,0
EURUSD,D,19720623,000000,0.6202,0.6202,0.6202,0.6202,0,0
EURUSD,D,19720626,000000,0.6192,0.6192,0.6192,0.6192,0,0
EURUSD,D,19720627,000000,0.6157,0.6157,0.6157,0.6157,0,0
EURUSD,D,19720628,000000,0.6172,0.6172,0.6172,0.6172,0,0
EURUSD,D,19720629,000000,0.6174,0.6174,0.6174,0.6174,0,0
EURUSD,D,19720630,000000,0.619,0.619,0.619,0.619,0,0
EURUSD,D,19720703,000000,0.619,0.619,0.619,0.619,0,0
EURUSD,D,19720705,000000,0.6186,0.6186,0.6186,0.6186,0,0
EURUSD,D,19720706,000000,0.6182,0.6182,0.6182,0.6182,0,0
EURUSD,D,19720707,000000,0.6187,0.6187,0.6187,0.6187,0,0
EURUSD,D,19720710,000000,0.6182,0.6182,0.6182,0.6182,0,0
EURUSD,D,19720711,000000,0.6181,0.6181,0.6181,0.6181,0,0
EURUSD,D,19720712,000000,0.6189,0.6189,0.6189,0.6189,0,0
EURUSD,D,19720713,000000,0.619,0.619,0.619,0.619,0,0
EURUSD,D,19720714,000000,0.6191,0.6191,0.6191,0.6191,0,0
EURUSD,D,19720717,000000,0.619,0.619,0.619,0.619,0,0
EURUSD,D,19720718,000000,0.6179,0.6179,0.6179,0.6179,0,0
EURUSD,D,19720719,000000,0.6154,0.6154,0.6154,0.6154,0,0
EURUSD,D,19720720,000000,0.6161,0.6161,0.6161,0.6161,0,0
EURUSD,D,19720721,000000,0.6151,0.6151,0.6151,0.6151,0,0
EURUSD,D,19720724,000000,0.6148,0.6148,0.6148,0.6148,0,0
EURUSD,D,19720725,000000,0.6146,0.6146,0.6146,0.6146,0,0
EURUSD,D,19720726,000000,0.615,0.615,0.615,0.615,0,0
EURUSD,D,19720727,000000,0.6144,0.6144,0.6144,0.6144,0,0
EURUSD,D,19720728,000000,0.6141,0.6141,0.6141,0.6141,0,0
EURUSD,D,19720731,000000,0.6143,0.6143,0.6143,0.6143,0,0
EURUSD,D,19720801,000000,0.614,0.614,0.614,0.614,0,0
EURUSD,D,19720802,000000,0.6127,0.6127,0.6127,0.6127,0,0
EURUSD,D,19720803,000000,0.6135,0.6135,0.6135,0.6135,0,0
EURUSD,D,19720804,000000,0.6135,0.6135,0.6135,0.6135,0,0
EURUSD,D,19720807,000000,0.6137,0.6137,0.6137,0.6137,0,0
EURUSD,D,19720808,000000,0.6133,0.6133,0.6133,0.6133,0,0
EURUSD,D,19720809,000000,0.6129,0.6129,0.6129,0.6129,0,0
EURUSD,D,19720810,000000,0.6124,0.6124,0.6124,0.6124,0,0
EURUSD,D,19720811,000000,0.6124,0.6124,0.6124,0.6124,0,0
EURUSD,D,19720814,000000,0.6128,0.6128,0.6128,0.6128,0,0
EURUSD,D,19720815,000000,0.6121,0.6121,0.6121,0.6121,0,0
EURUSD,D,19720816,000000,0.6112,0.6112,0.6112,0.6112,0,0
EURUSD,D,19720817,000000,0.6104,0.6104,0.6104,0.6104,0,0
EURUSD,D,19720818,000000,0.6104,0.6104,0.6104,0.6104,0,0
EURUSD,D,19720821,000000,0.6097,0.6097,0.6097,0.6097,0,0
EURUSD,D,19720822,000000,0.6113,0.6113,0.6113,0.6113,0,0
EURUSD,D,19720823,000000,0.6118,0.6118,0.6118,0.6118,0,0
EURUSD,D,19720824,000000,0.6119,0.6119,0.6119,0.6119,0,0
EURUSD,D,19720825,000000,0.6106,0.6106,0.6106,0.6106,0,0
EURUSD,D,19720828,000000,0.6112,0.6112,0.6112,0.6112,0,0
EURUSD,D,19720829,000000,0.6112,0.6112,0.6112,0.6112,0,0
EURUSD,D,19720830,000000,0.6118,0.6118,0.6118,0.6118,0,0
EURUSD,D,19720831,000000,0.6111,0.6111,0.6111,0.6111,0,0
EURUSD,D,19720901,000000,0.6114,0.6114,0.6114,0.6114,0,0
EURUSD,D,19720905,000000,0.6113,0.6113,0.6113,0.6113,0,0
EURUSD,D,19720906,000000,0.6116,0.6116,0.6116,0.6116,0,0
